"16777216","16777471","DCH","AU","Australia","Queensland","Brisbane","APNIC and CloudFlare DNS Resolver Project","cloudflare.com","CDN","13335","CloudFlare Inc","1","-"
"2549149878","2549149878","VPN","US","United States of America","New York","New York City","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","1","-"
"2549162664","2549162664","DCH","DE","Germany","Hessen","Frankfurt am Main","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","396356","Latitude.sh","1","-"
"2549166215","2549166218","VPN","DE","Germany","Hessen","Frankfurt am Main","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","397630","Blazing SEO LLC","1","-"
"2549177315","2549177315","VPN","DE","Germany","Nordrhein-Westfalen","Alfter","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","27","-"
"2549184476","2549184476","VPN","US","United States of America","New Jersey","Jersey City","FTS184 PIA Phase3 - AMS/NY/NJ/LA/MIA/SYD","privateinternetaccess.com","DCH","174","Cogent Communications LLC","29","-"
"2549211392","2549211647","DCH","US","United States of America","New York","New York City","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","213001","LA5 Digital LTD","1","-"
"2549217414","2549217414","VPN","CH","Switzerland","Obwalden","Alpnach","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","17","-"
"2549221407","2549221407","PUB","IT","Italy","Lazio","Rome","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","395793","Arisk Communications Inc.","29","-"
"2549231492","2549231492","VPN","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","1","-"
"2549235421","2549235421","VPN","MA","Morocco","Casablanca-Settat","Casablanca","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","19","-"
"2549261916","2549261916","VPN","US","United States of America","New York","Glen Cove","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","27","-"
"2549298269","2549298269","DCH","CA","Canada","Quebec","Montreal","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","213736","Zantan GmbH","1","-"
"2549330292","2549330292","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Hostkey B.V.","hostkey.com","DCH","57043","Hostkey B.V.","30","-"
"2549331801","2549331802","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Saint Albans","Internet Utilities Europe and Asia Limited","cyberassets.ae","DCH","214695","Diamond IP Brokers Fzco","1","-"
"2549335273","2549335273","DCH","PL","Poland","Mazowieckie","Warsaw","Hostkey B.V.","hostkey.com","DCH","57043","Hostkey B.V.","1","-"
"2549345627","2549345627","VPN","AU","Australia","New South Wales","Sydney","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","29","-"
"2549348749","2549348749","VPN","BG","Bulgaria","Varna","Beloslav","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","16","-"
"2549365165","2549365165","DCH","SG","Singapore","Singapore","Singapore","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","212238","DataCamp Limited","1","-"
"2549368699","2549368699","VPN","DE","Germany","Hessen","Frankfurt am Main","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","396356","Latitude.sh","12","-"
"2549373150","2549373150","VPN","TW","Taiwan (Province of China)","Chiayi","Taibao","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","8","-"
"2549400197","2549400198","DCH","FR","France","Ile-de-France","Paris","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","2914","NTT America Inc.","1","-"
"2549426670","2549426670","VPN","US","United States of America","Utah","Salt Lake City","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","396356","Latitude.sh","27","-"
"2549442503","2549442511","DCH","US","United States of America","Utah","Salt Lake City","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","396356","Latitude.sh","1","-"
"2549466431","2549466431","VPN","DE","Germany","Hessen","Frankfurt am Main","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","396356","Latitude.sh","7","-"
"2549469157","2549469157","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","2856","British Telecommunications Limited","1","-"
"2549475786","2549475786","VPN","PK","Pakistan","Azad Jammu and Kashmir","Bagh","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","6","-"
"2549476831","2549476831","VPN","PL","Poland","Mazowieckie","Warsaw","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","10","-"
"2549480421","2549480421","VPN","RU","Russian Federation","Moskva","Moscow","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","4","-"
"2549486691","2549486693","DCH","AE","United Arab Emirates","Dubayy","Dubai","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","214695","Diamond IP Brokers Fzco","1","-"
"2549494783","2549494785","DCH","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","984","Octopus Web Solution Inc","1","-"
"2549496121","2549496121","DCH","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","984","Octopus Web Solution Inc","1","-"
"2549497721","2549497721","PUB","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","984","Octopus Web Solution Inc","26","-"
"2549505743","2549505743","PUB","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","984","Octopus Web Solution Inc","13","-"
"2549507314","2549507314","PUB","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","984","Octopus Web Solution Inc","30","-"
"2549534177","2549534177","VPN","LT","Lithuania","Vilniaus apskritis","Vilnius","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","24","-"
"2549535499","2549535499","VPN","NG","Nigeria","-","-","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","14","-"
"2549537849","2549537850","VPN","OM","Oman","Janub ash Sharqiyah","Sur","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","5","-"
"2549557854","2549557854","PUB","FR","France","Ile-de-France","Paris","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","397630","Blazing SEO LLC","30","-"
"2549563757","2549563757","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","Aldershot","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","26","-"
"2549564814","2549564814","VPN","KE","Kenya","Tana River","Hola","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","7","-"
"2549565869","2549565869","VPN","KZ","Kazakhstan","Astana","Astana","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","7","-"
"2549594483","2549594483","PUB","US","United States of America","California","Los Angeles","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","9009","M247 Europe SRL","30","-"
"2549618126","2549618128","PUB","ES","Spain","Andalucia","Chiclana de la Frontera","Celenetworks SL","celenet.es","DCH","209835","Despliegue de Redes de Telecomunicaciones S.L.","30","-"
"2549910856","2549910859","DCH","SE","Sweden","Kronobergs lan","Vaxjo","Trine AB","netatonce.se","DCH","35706","Net at Once Sweden AB","1","-"
"2552287064","2552287064","DCH","US","United States of America","Virginia","Reston","UCloud Information Technology (HK) Limited","ucloud.cn","DCH","135377","UCloud Information Technology (HK) Limited","1","SCANNER"
"2552727563","2552727581","VPN","US","United States of America","New Jersey","Mount Laurel","CCCS","oculusservers.com","DCH","20473","The Constant Company LLC","1","-"
"2552736181","2552736237","VPN","US","United States of America","New Jersey","Mount Laurel","CCCS","oculusservers.com","DCH","20473","The Constant Company LLC","1","-"
"2552742963","2552742963","VPN","US","United States of America","New Jersey","Mount Laurel","CCCS","oculusservers.com","DCH","20473","The Constant Company LLC","13","-"
"2552749901","2552749902","VPN","US","United States of America","New Jersey","Mount Laurel","CCCS","oculusservers.com","DCH","20473","The Constant Company LLC","1","-"
"2552757491","2552757494","VPN","US","United States of America","New Jersey","Mount Laurel","CCCS","oculusservers.com","DCH","20473","The Constant Company LLC","1","-"
"2552938393","2552938393","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","30","-"
"2552954226","2552954279","DCH","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"2553046836","2553046836","VPN","US","United States of America","New Jersey","Secaucus","Sprious LLC","sprious.com","DCH","20001","Charter Communications Inc","10","-"
"2553064080","2553064083","DCH","US","United States of America","California","Concord","Wave Broadband","wavebroadband.com","DCH","11404","Wave Broadband","1","-"
"2553614170","2553614170","PUB","DE","Germany","Hessen","Frankfurt am Main","Anexia Holding GmbH","anexia.com","DCH","197540","netcup GmbH","30","-"
"2553624076","2553624085","DCH","US","United States of America","North Dakota","Karlsruhe","Anexia Holding GmbH","anexia.com","DCH","214996","netcup GmbH","1","-"
"2553636492","2553636492","PUB","AT","Austria","Wien","Vienna","Anexia Holding GmbH","anexia.com","DCH","197540","netcup GmbH","30","-"
"2553648095","2553648138","DCH","DE","Germany","Baden-Wurttemberg","Karlsruhe","Anexia Holding GmbH","anexia.com","DCH","197540","netcup GmbH","1","-"
"2553653801","2553653801","PUB","US","United States of America","North Dakota","Karlsruhe","Anexia Holding GmbH","anexia.com","DCH","214996","netcup GmbH","1","-"
"2553660121","2553660124","DCH","US","United States of America","North Dakota","Karlsruhe","Anexia Holding GmbH","anexia.com","DCH","214996","netcup GmbH","1","-"
"2553671745","2553671745","PUB","US","United States of America","North Dakota","Karlsruhe","Anexia Holding GmbH","anexia.com","DCH","214996","netcup GmbH","30","-"
"2554534246","2554534325","DCH","IN","India","Maharashtra","Mumbai","Oracle Public Cloud","oracle.com","DCH","31898","Oracle Corporation","1","-"
"2554563524","2554563538","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Oracle Public Cloud","oracle.com","DCH","31898","Oracle Corporation","1","-"
"2554582221","2554582221","PUB","KR","Korea (the Republic of)","Gangwon-teukbyeoljachido","Chuncheon","Oracle Public Cloud","oracle.com","DCH","31898","Oracle Corporation","30","-"
"2554705796","2554705796","DCH","AU","Australia","Victoria","Melbourne","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","1","SCANNER"
"2554751274","2554751274","PUB","JP","Japan","Tokyo","Tokyo","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","30","-"
"2555974671","2555974671","PUB","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv","DCH","25133","LLC McLaut-Invest","30","-"
"2556033549","2556033791","VPN","US","United States of America","New York","New York City","UAB Linama","ip4telcom.com","DCH","205489","Code Asset Ltd","1","-"
"2557347428","2557347428","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557349647","2557349651","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557351939","2557351940","PUB","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","30","-"
"2557354507","2557354508","PUB","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","30","-"
"2557359225","2557359225","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557361523","2557361524","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557363824","2557363824","PUB","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","30","-"
"2557366117","2557366121","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557368423","2557368425","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557371171","2557371171","PUB","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","30","-"
"2557374439","2557374440","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557383500","2557383500","PUB","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","30","-"
"2557388155","2557388169","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557396692","2557396692","PUB","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","30","-"
"2557399113","2557399113","PUB","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","30","-"
"2557401667","2557401673","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557404220","2557404220","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557406631","2557406631","PUB","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","30","-"
"2557408946","2557408952","DCH","ZA","South Africa","Western Cape","Cape Town","Dimension Data","dimensiondata.com","DCH","20011","NTT DATA Inc Infrastructure Solutions Broadband MEA","1","-"
"2557657847","2557657847","VPN","ES","Spain","Madrid, Comunidad de","Madrid","Hostkey B.V.","hostkey.com","DCH","57043","Hostkey B.V.","1","-"
"2560822832","2560822838","VPN","US","United States of America","Florida","Miami","UAB code200","code200.global","DCH","393886","Leaseweb USA Inc.","1","-"
"2560851968","2560852991","VPN","US","United States of America","California","San Francisco","UAB code200","code200.global","DCH","7203","Leaseweb USA Inc.","1","-"
"2560867306","2560867306","VPN","US","United States of America","California","Los Angeles","UAB code200","code200.global","DCH","395954","Leaseweb USA Inc.","13","-"
